kp,ki,kd,SetPoint
8.0,0.63,0.45,15.0

Trial Duration,Max Servo Angle,Min Servo Angle,Final Error,Max Distance,Min Distance,Average Error,Max Deviation
11.06000000000006,17.8,2.8,59.0,22.4,-27.95,11.25,5.7
11.160000000000082,29.2,14.2,0.0,113.6,-27.07,51.82,138.35
11.259999999999991,26.4,11.4,12.0,91.2,-26.35,-12.48,52.37
11.360000000000014,28.4,13.4,0.0,107.2,-25.51,9.0,90.69
11.460000000000036,26.0,11.0,12.0,88.0,-24.83,-10.91,52.26
11.56000000000006,25.0,10.0,13.0,80.0,-24.21,-4.5,51.29
11.660000000000082,27.2,12.2,0.0,97.6,-23.45,10.0,84.15
11.759999999999991,25.4,10.4,12.0,83.2,-22.82,-8.27,52.12
11.860000000000014,24.6,9.6,14.0,76.8,-22.22,-3.64,50.94
11.950000000000045,25.8,10.8,0.0,86.4,-21.55,5.45,70.3
12.050000000000068,18.6,3.6,91.0,28.8,-21.34,-33.75,-26.29
12.150000000000091,15.4,0.4,97.0,3.2,-21.31,-14.69,-32.81
12.240000000000009,12.4,-2.6,121.0,-20.8,-21.47,-14.36,-56.63
12.340000000000032,10.6,-4.4,130.0,-35.2,-21.74,-8.18,-65.12
12.440000000000055,10.0,-5.0,129.0,-40.0,-22.04,-2.81,-64.85
12.540000000000077,8.8,-6.2,130.0,-49.6,-22.42,-5.51,-77.53
12.629999999999995,8.8,-6.2,130.0,-49.6,-22.79,0.0,-72.39
12.730000000000018,10.4,-4.6,117.0,-36.8,-23.06,7.58,-52.28
12.82000000000005,9.4,-5.6,130.0,-44.8,-23.4,-4.69,-72.89
12.920000000000073,10.6,-4.4,118.0,-35.2,-23.67,5.57,-53.3
13.020000000000095,10.8,-4.2,121.0,-33.6,-23.92,0.94,-56.58
13.110000000000014,13.0,-2.0,94.0,-16.0,-24.04,10.21,-29.83
13.210000000000036,14.4,-0.6,87.0,-4.8,-24.07,6.49,-22.38
13.31000000000006,16.6,1.6,65.0,12.8,-23.98,10.21,-0.97
13.400000000000091,18.8,3.8,48.0,30.4,-23.75,10.31,16.96
13.5,23.8,8.8,0.0,70.4,-23.21,22.96,70.15
13.600000000000023,28.6,13.6,0.0,108.8,-22.36,21.6,108.04
13.700000000000045,23.4,8.4,43.0,67.2,-21.84,-23.64,21.72
13.800000000000068,28.6,13.6,0.0,108.8,-21.0,23.64,111.44
13.900000000000091,29.4,14.4,0.0,115.2,-20.08,3.53,98.65
14.0,25.8,10.8,14.0,86.4,-19.42,-16.53,50.45
14.100000000000023,26.4,11.4,0.0,91.2,-18.71,2.7,75.19
14.200000000000045,19.8,4.8,75.0,38.4,-18.41,-30.31,-10.32
14.300000000000068,23.6,8.6,0.0,68.8,-17.88,17.27,68.19
14.389999999999986,20.8,5.8,49.0,46.4,-17.53,-12.99,15.88
14.490000000000009,15.8,0.8,99.0,6.4,-17.48,-23.68,-34.77
14.580000000000041,14.8,-0.2,88.0,-1.6,-17.49,-4.64,-23.73
14.680000000000064,14.0,-1.0,94.0,-8.0,-17.55,-3.75,-29.3
14.780000000000086,14.0,-1.0,90.0,-8.0,-17.61,0.0,-25.61
14.870000000000005,14.2,-0.8,88.0,-6.4,-17.66,0.95,-23.11
14.970000000000027,15.0,0.0,78.0,0.0,-17.66,3.75,-13.91
15.06000000000006,14.0,-1.0,95.0,-8.0,-17.72,-4.74,-30.46
15.160000000000082,14.0,-1.0,90.0,-8.0,-17.78,0.0,-25.78
15.25,14.4,-0.6,85.0,-4.8,-17.82,1.89,-20.72
15.350000000000023,15.0,0.0,80.0,0.0,-17.82,2.81,-15.0
15.440000000000055,14.4,-0.6,90.0,-4.8,-17.85,-2.84,-25.5
15.540000000000077,15.0,0.0,80.0,0.0,-17.85,2.78,-15.07
15.639999999999986,16.0,1.0,70.0,8.0,-17.79,4.74,-5.06
15.730000000000018,15.0,0.0,87.0,0.0,-17.79,-4.69,-22.48
15.830000000000041,15.8,0.8,72.0,6.4,-17.75,3.75,-7.6
15.920000000000073,14.8,-0.2,89.0,-1.6,-17.76,-4.74,-24.09
16.020000000000095,15.0,0.0,81.0,0.0,-17.76,0.94,-16.82
16.120000000000005,13.8,-1.2,98.0,-9.6,-17.83,-5.62,-33.05
16.210000000000036,14.4,-0.6,84.0,-4.8,-17.87,2.81,-19.85
16.31000000000006,14.8,-0.2,82.0,-1.6,-17.88,1.88,-17.6
16.40000000000009,14.0,-1.0,94.0,-8.0,-17.94,-3.79,-29.73
16.5,15.0,0.0,78.0,0.0,-17.94,4.64,-13.3
16.600000000000023,15.0,0.0,82.0,0.0,-17.94,0.0,-17.94
16.690000000000055,15.0,0.0,82.0,0.0,-17.94,0.0,-17.94
16.790000000000077,15.2,0.2,80.0,1.6,-17.93,0.95,-15.38
16.879999999999995,15.0,0.0,83.0,0.0,-17.93,-0.94,-18.86
16.980000000000018,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
17.07000000000005,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
17.170000000000073,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
17.25999999999999,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
17.360000000000014,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
17.450000000000045,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
17.550000000000068,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
17.639999999999986,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
17.74000000000001,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
17.840000000000032,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
17.930000000000064,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
18.030000000000086,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
18.120000000000005,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
18.220000000000027,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
18.31000000000006,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
18.410000000000082,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
18.5,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
18.600000000000023,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
18.690000000000055,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
18.790000000000077,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
18.879999999999995,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
18.980000000000018,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
19.07000000000005,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
19.170000000000073,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
19.270000000000095,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
19.360000000000014,15.0,0.0,82.0,0.0,-17.93,0.0,-17.93
19.460000000000036,15.2,0.2,80.0,1.6,-17.91,0.95,-15.37
19.550000000000068,20.6,5.6,12.0,44.8,-17.57,25.05,52.28
19.65000000000009,25.0,10.0,0.0,80.0,-16.96,20.2,83.24
19.75,27.4,12.4,0.0,99.2,-16.19,10.8,93.81
19.850000000000023,25.4,10.4,6.0,83.2,-15.55,-9.18,58.47
19.950000000000045,26.0,11.0,0.0,88.0,-14.87,2.73,75.86
20.050000000000068,27.0,12.0,0.0,96.0,-14.12,4.5,86.38
20.15000000000009,28.8,13.8,0.0,110.4,-13.26,8.18,105.32
20.25,27.0,12.0,0.0,96.0,-12.52,-8.18,75.3
20.350000000000023,29.0,14.0,0.0,112.0,-11.65,9.0,109.35
20.440000000000055,18.2,3.2,101.0,25.6,-11.46,-50.62,-36.48
20.540000000000077,14.8,-0.2,93.0,-1.6,-11.47,-15.61,-28.68
20.639999999999986,11.0,-4.0,126.0,-32.0,-11.71,-17.63,-61.34
20.74000000000001,10.8,-4.2,111.0,-33.6,-11.97,-0.92,-46.49
20.83000000000004,7.0,-8.0,130.0,-64.0,-12.45,-17.81,-94.26
20.930000000000064,3.6,-11.4,130.0,-91.2,-13.12,-16.11,-120.43
21.020000000000095,2.6,-12.4,130.0,-99.2,-13.88,-4.59,-117.68
21.120000000000005,6.8,-8.2,125.0,-65.6,-14.38,19.48,-60.5
21.220000000000027,12.4,-2.6,74.0,-20.8,-14.54,25.98,-9.36
21.31000000000006,6.4,-8.6,130.0,-68.8,-15.04,-28.72,-112.57
21.410000000000082,6.2,-8.8,130.0,-70.4,-15.58,-0.92,-86.9
21.5,6.0,-9.0,130.0,-72.0,-16.12,-0.95,-89.06
21.600000000000023,4.8,-10.2,130.0,-81.6,-16.72,-5.74,-104.06
21.690000000000055,2.4,-12.6,130.0,-100.8,-17.47,-11.25,-129.52
21.790000000000077,3.4,-11.6,130.0,-92.8,-18.19,4.55,-106.44
21.889999999999986,5.4,-9.6,130.0,-76.8,-18.77,9.38,-86.19
21.980000000000018,8.4,-6.6,122.0,-52.8,-19.15,14.36,-57.59
22.08000000000004,10.2,-4.8,114.0,-38.4,-19.44,8.44,-49.4
22.180000000000064,11.0,-4.0,112.0,-32.0,-19.68,3.71,-47.97
22.270000000000095,13.8,-1.2,81.0,-9.6,-19.76,12.99,-16.37
22.370000000000005,16.6,1.6,58.0,12.8,-19.66,12.99,6.13
22.470000000000027,25.2,10.2,0.0,81.6,-19.04,39.49,102.05
22.57000000000005,26.0,11.0,0.0,88.0,-18.35,3.6,73.25
22.670000000000073,28.8,13.8,0.0,110.4,-17.49,12.73,105.63
22.770000000000095,28.6,13.6,0.0,108.8,-16.64,-0.9,91.26
22.870000000000005,29.2,14.2,0.0,113.6,-15.75,2.67,100.53
22.970000000000027,27.2,12.2,0.0,97.6,-14.99,-9.09,73.52
23.07000000000005,24.6,9.6,14.0,76.8,-14.4,-11.94,50.46
23.170000000000073,29.4,14.4,0.0,115.2,-13.5,21.6,123.3
23.25999999999999,19.4,4.4,88.0,35.2,-13.24,-45.92,-23.95
23.360000000000014,15.4,0.4,93.0,3.2,-13.21,-18.56,-28.57
23.460000000000036,11.6,-3.4,123.0,-27.2,-13.41,-18.0,-58.61
23.550000000000068,10.8,-4.2,115.0,-33.6,-13.67,-3.67,-50.94
23.65000000000009,9.2,-5.8,130.0,-46.4,-14.02,-7.42,-67.84
23.75,11.0,-4.0,102.0,-32.0,-14.26,8.44,-37.82
23.850000000000023,11.2,-3.8,108.0,-30.4,-14.49,0.92,-43.98
23.940000000000055,15.0,0.0,61.0,0.0,-14.49,17.63,3.13
24.040000000000077,22.2,7.2,0.0,57.6,-14.06,33.4,76.94
24.129999999999995,13.4,-1.6,130.0,-12.8,-14.15,-41.25,-68.2
24.230000000000018,9.6,-5.4,130.0,-43.2,-14.48,-17.45,-75.13
24.33000000000004,7.0,-8.0,130.0,-64.0,-14.96,-12.19,-91.15
24.430000000000064,16.6,1.6,23.0,12.8,-14.87,43.64,41.57
24.520000000000095,6.2,-8.8,130.0,-70.4,-15.38,-50.32,-136.1
24.620000000000005,14.6,-0.4,45.0,-3.2,-15.4,37.8,19.2
24.720000000000027,9.8,-5.2,130.0,-41.6,-15.71,-22.98,-80.29
24.81000000000006,11.2,-3.8,104.0,-30.4,-15.94,6.49,-39.84
24.910000000000082,12.4,-2.6,96.0,-20.8,-16.1,5.51,-31.39
25.0,8.6,-6.4,130.0,-51.2,-16.47,-18.19,-85.86
25.100000000000023,9.2,-5.8,125.0,-46.4,-16.82,2.78,-60.44
25.200000000000045,10.8,-4.2,108.0,-33.6,-17.07,7.58,-43.1
25.290000000000077,11.4,-3.6,108.0,-28.8,-17.29,2.78,-43.31
25.389999999999986,10.8,-4.2,118.0,-33.6,-17.54,-2.81,-53.96
25.49000000000001,11.4,-3.6,108.0,-28.8,-17.76,2.76,-43.81
25.590000000000032,13.2,-1.8,88.0,-14.4,-17.87,8.35,-23.92
25.680000000000064,15.6,0.6,66.0,4.8,-17.84,11.13,-1.9
25.780000000000086,18.8,3.8,37.0,30.4,-17.61,15.0,27.79
25.870000000000005,21.4,6.4,19.0,51.2,-17.22,11.94,45.92
25.980000000000018,31.0,16.0,0.0,128.0,-16.21,42.77,154.56
26.08000000000004,30.6,15.6,0.0,124.8,-15.23,-1.8,107.77
26.180000000000064,28.2,13.2,0.0,105.6,-14.4,-10.69,80.51
26.280000000000086,22.0,7.0,51.0,56.0,-13.97,-28.18,13.85
26.370000000000005,17.8,2.8,76.0,22.4,-13.8,-19.69,-11.09
26.470000000000027,16.2,1.2,76.0,9.6,-13.73,-7.42,-11.55
26.56000000000006,14.8,-0.2,86.0,-1.6,-13.74,-6.63,-21.97
26.660000000000082,12.4,-2.6,110.0,-20.8,-13.9,-11.13,-45.83
26.75999999999999,11.2,-3.8,115.0,-30.4,-14.13,-5.51,-50.04
26.860000000000014,10.8,-4.2,114.0,-33.6,-14.38,-1.86,-49.84
26.960000000000036,10.2,-4.8,120.0,-38.4,-14.68,-2.76,-55.83
27.050000000000068,11.0,-4.0,108.0,-32.0,-14.92,3.67,-43.25
27.15000000000009,11.0,-4.0,112.0,-32.0,-15.16,0.0,-47.16
27.24000000000001,11.2,-3.8,109.0,-30.4,-15.39,0.94,-44.85
27.340000000000032,11.8,-3.2,103.0,-25.6,-15.59,2.76,-38.43
27.440000000000055,12.4,-2.6,98.0,-20.8,-15.74,2.81,-33.73
27.530000000000086,13.4,-1.6,88.0,-12.8,-15.84,4.69,-23.95
27.629999999999995,14.8,-0.2,75.0,-1.6,-15.85,6.49,-10.95
27.730000000000018,15.2,0.2,77.0,1.6,-15.84,1.87,-12.36
27.82000000000005,16.2,1.2,66.0,9.6,-15.77,4.69,-1.48
27.920000000000073,19.0,4.0,35.0,32.0,-15.53,13.12,29.6
28.020000000000095,16.8,1.8,76.0,14.4,-15.42,-10.31,-11.33
28.110000000000014,16.2,1.2,73.0,9.6,-15.34,-2.76,-8.5
28.210000000000036,22.8,7.8,0.0,62.4,-14.87,30.62,78.15
28.31000000000006,15.8,0.8,106.0,6.4,-14.82,-32.81,-41.24
28.40000000000009,16.2,1.2,68.0,9.6,-14.75,1.86,-3.29
28.5,15.8,0.8,75.0,6.4,-14.7,-1.88,-10.18
28.590000000000032,15.6,0.6,75.0,4.8,-14.67,-0.95,-10.81
28.690000000000055,16.0,1.0,69.0,8.0,-14.61,1.87,-4.73
28.790000000000077,16.0,1.0,71.0,8.0,-14.55,0.0,-6.55
28.879999999999995,15.2,0.2,81.0,1.6,-14.53,-3.79,-16.72
28.980000000000018,16.0,1.0,67.0,8.0,-14.47,3.75,-2.72
29.07000000000005,15.4,0.4,79.0,3.2,-14.45,-2.84,-14.09
29.170000000000073,16.0,1.0,68.0,8.0,-14.39,2.81,-3.58
29.25999999999999,16.0,1.0,71.0,8.0,-14.33,0.0,-6.33
29.360000000000014,15.2,0.2,81.0,1.6,-14.32,-3.75,-16.47
29.460000000000036,16.0,1.0,67.0,8.0,-14.26,3.79,-2.47
29.550000000000068,15.4,0.4,78.0,3.2,-14.24,-2.84,-13.88
29.65000000000009,15.2,0.2,78.0,1.6,-14.22,-0.93,-13.55
29.74000000000001,16.0,1.0,67.0,8.0,-14.16,3.79,-2.38
29.840000000000032,16.4,1.4,66.0,11.2,-14.08,1.87,-1.01
29.930000000000064,15.0,0.0,85.0,0.0,-14.08,-6.63,-20.71
30.030000000000086,16.0,1.0,66.0,8.0,-14.02,4.64,-1.38
30.120000000000005,16.0,1.0,70.0,8.0,-13.96,0.0,-5.96
30.220000000000027,15.4,0.4,78.0,3.2,-13.94,-2.84,-13.58
30.32000000000005,15.8,0.8,70.0,6.4,-13.89,1.88,-5.61
30.410000000000082,14.6,-0.4,87.0,-3.2,-13.91,-5.62,-22.74
30.50999999999999,14.6,-0.4,82.0,-3.2,-13.94,0.0,-17.14
30.600000000000023,14.0,-1.0,89.0,-8.0,-14.0,-2.84,-24.84
30.700000000000045,14.2,-0.8,84.0,-6.4,-14.04,0.93,-19.52
30.800000000000068,14.2,-0.8,85.0,-6.4,-14.09,0.0,-20.49
30.889999999999986,12.8,-2.2,103.0,-17.6,-14.22,-6.7,-38.52
30.99000000000001,14.2,-0.8,79.0,-6.4,-14.27,6.36,-14.31
31.08000000000004,14.0,-1.0,88.0,-8.0,-14.33,-0.95,-23.28
31.180000000000064,14.6,-0.4,79.0,-3.2,-14.36,2.78,-14.77
31.280000000000086,14.0,-1.0,90.0,-8.0,-14.41,-2.84,-25.26
31.370000000000005,14.0,-1.0,87.0,-8.0,-14.47,0.0,-22.47
31.470000000000027,14.0,-1.0,87.0,-8.0,-14.53,0.0,-22.53
31.56000000000006,14.0,-1.0,87.0,-8.0,-14.59,0.0,-22.59
31.660000000000082,14.0,-1.0,87.0,-8.0,-14.65,0.0,-22.65
31.75,14.0,-1.0,87.0,-8.0,-14.71,0.0,-22.71
31.850000000000023,14.0,-1.0,87.0,-8.0,-14.77,0.0,-22.77
31.940000000000055,14.0,-1.0,87.0,-8.0,-14.83,0.0,-22.83
32.04000000000008,14.0,-1.0,87.0,-8.0,-14.89,0.0,-22.89
32.129999999999995,14.0,-1.0,87.0,-8.0,-14.95,0.0,-22.95
32.23000000000002,14.0,-1.0,88.0,-8.0,-15.01,0.0,-23.01
32.33000000000004,14.0,-1.0,88.0,-8.0,-15.07,0.0,-23.07
32.42000000000007,14.0,-1.0,88.0,-8.0,-15.13,0.0,-23.13
32.520000000000095,14.0,-1.0,88.0,-8.0,-15.19,0.0,-23.19
32.610000000000014,14.0,-1.0,88.0,-8.0,-15.25,0.0,-23.25
32.710000000000036,14.0,-1.0,88.0,-8.0,-15.31,0.0,-23.31
32.80000000000007,14.0,-1.0,88.0,-8.0,-15.37,0.0,-23.37
32.90000000000009,14.0,-1.0,88.0,-8.0,-15.43,0.0,-23.43
32.99000000000001,14.0,-1.0,88.0,-8.0,-15.49,0.0,-23.49
33.09000000000003,14.0,-1.0,88.0,-8.0,-15.55,0.0,-23.55
33.180000000000064,14.0,-1.0,88.0,-8.0,-15.61,0.0,-23.61
33.280000000000086,14.0,-1.0,88.0,-8.0,-15.67,0.0,-23.67
33.370000000000005,14.0,-1.0,88.0,-8.0,-15.73,0.0,-23.73
33.47000000000003,14.0,-1.0,88.0,-8.0,-15.79,0.0,-23.79
33.57000000000005,14.0,-1.0,88.0,-8.0,-15.85,0.0,-23.85
33.66000000000008,14.0,-1.0,88.0,-8.0,-15.91,0.0,-23.91
33.75999999999999,14.0,-1.0,88.0,-8.0,-15.97,0.0,-23.97
33.85000000000002,14.0,-1.0,89.0,-8.0,-16.02,0.0,-24.02
33.950000000000045,14.0,-1.0,89.0,-8.0,-16.08,0.0,-24.08
